AGE,EDUCATION,SEX,DISABILITY,INSURANCE,CHILD,RACE,INCOME
35,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,99500
56,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,40000
19,Regular high school diploma,Male,Without diability,No health insurance coverage,No child,White alone,0
66,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,124800
63,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,10900
22,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,26700
34,"College, less than 1 year",Male,Without diability,Health insurance coverage,No child,White alone,125400
46,Master's degree,Male,Without diability,Health insurance coverage,No child,White alone,69000
45,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,54000
49,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,105020
50,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,0
27,Bachelor's degree,Female,Without diability,Health insurance coverage,No child,White alone,0
30,GED or alternative,Male,Without diability,No health insurance coverage,No child,Some other race alone,45000
66,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,15000
24,GED or alternative,Male,Without diability,Health insurance coverage,No child,White alone,24800
47,Professional degree beyond college,Male,Without diability,Health insurance coverage,No child,White alone,100000
47,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,Two or more races,20100
19,GED or alternative,Male,Without diability,Health insurance coverage,No child,Two or more races,1800
30,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,18000
35,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,18000
76,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,14400
72,1,Female,Without diability,Health insurance coverage,No child,White alone,15700
40,Regular high school diploma,Female,Without diability,No health insurance coverage,No child,White alone,600
19,"One or more year college, no diploma",Female,Without diability,Health insurance coverage,No child,White alone,3000
20,"One or more year college, no diploma",Female,Without diability,No health insurance coverage,No child,White alone,6200
19,"One or more year college, no diploma",Male,Without diability,No health insurance coverage,No child,White alone,3500
88,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,17600
39,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,77000
33,Bachelor's degree,Female,Without diability,No health insurance coverage,No child,White alone,23000
44,Associate's degree,Female,Without diability,No health insurance coverage,No child,White alone,0
42,GED or alternative,Male,Without diability,No health insurance coverage,No child,White alone,50000
18,Grade 11,Male,Without diability,No health insurance coverage,No child,White alone,0
16,Grade 10,Male,Without diability,No health insurance coverage,Have child,White alone,0
50,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,67000
37,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,71000
33,Associate's degree,Female,Without diability,Health insurance coverage,No child,White alone,32000
28,"One or more year college, no diploma",Male,Without diability,No health insurance coverage,No child,White alone,27000
19,"One or more year college, no diploma",Female,Without diability,No health insurance coverage,No child,White alone,2700
51,Grade 10,Female,With disability,No health insurance coverage,No child,White alone,1200
26,"College, less than 1 year",Male,Without diability,No health insurance coverage,No child,White alone,5000
60,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,65000
46,"One or more year college, no diploma",Female,Without diability,No health insurance coverage,No child,White alone,52000
15,Grade 9,Male,Without diability,Health insurance coverage,No child,White alone,0
48,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,104000
19,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,3000
59,Associate's degree,Female,With disability,Health insurance coverage,No child,White alone,0
64,Bachelor's degree,Male,Without diability,Health insurance coverage,No child,White alone,55000
44,"One or more year college, no diploma",Female,With disability,Health insurance coverage,No child,White alone,9000
35,GED or alternative,Male,Without diability,No health insurance coverage,No child,White alone,7000
55,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,40000
55,"College, less than 1 year",Female,Without diability,Health insurance coverage,No child,White alone,32000
36,Doctorate degree,Female,Without diability,Health insurance coverage,No child,White alone,96000
55,Associate's degree,Female,With disability,Health insurance coverage,No child,White alone,0
61,Regular high school diploma,Male,With disability,Health insurance coverage,No child,White alone,15400
69,Master's degree,Female,Without diability,Health insurance coverage,No child,White alone,68420
74,"One or more year college, no diploma",Male,With disability,Health insurance coverage,No child,American Indian alone,80700
68,Regular high school diploma,Male,Without diability,Health insurance coverage,No child,White alone,40580
61,Regular high school diploma,Female,Without diability,Health insurance coverage,No child,White alone,12500
41,"One or more year college, no diploma",Male,Without diability,Health insurance coverage,No child,White alone,118000
